subtag	link-error	tag	link	source	id	splits	tag_description	comb.tag	comb.tag.freq	rom	ar	manual_check
a	0	500	0	loc	loc-17531	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Ṭubiʻa bi-munāsabat iḥtifālīyat Dimashq ʻāṣimah lil-thaqāfah al-ʻArabiyah, 2008."	"طبع بمناسبة إحتفالية دمشق عاصمة للثقافة العربية، 2008."	good
a	0	500	0	aco	aco-4343	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"al-Maṭbaʻah al-Amīrīyah 9698/1926/3000."--At the end of the book.	"المطبعة الأميرية 9698/1926/3000."--At the end of the book.	good
a	0	500	0	aco	aco-4213	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Ṭubiʻa hadhā al-kitāb al-jalīl baʻd ikhtiṣārihi bi-munāsabat tajāhul al-baʻḍ li-maqām samāḥatihi wa-qām bi-al-taṣḥīḥ wa-al-taʻlīq ʻalīh al-Adīb Ḥusayn ibn Hāshim al-Maʻālī al-Ḥusaynī sanat 1348 H, 1929 M"--Page 1.	"طبع هذا الكتاب الجليل بعد اختصاره بمناسبة تجاهل البعض لمقام سماحته وقام بالتصحيح والتعليق عليه الأديب حسين بن هاشم المعالي الحسيني سنة 1348 هـ ، 1929 م"--Page 1.	good
a	0	500	0	aco	aco-4113	dev	GENERAL NOTE (R) - General note (NR)	500a	132	Ḥuqūq al-ṭabʻ maḥfūẓah lil-Wizārah.	حقوق الطبع محفوظة للوزارة.	good
a	0	500	0	aco	aco-4533	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Tuṭlab hādhihi al-kutub min Maktabat al-Hilāl bi-al-Fajjālah wa-min al-Maktabah al-Ḥadīthah bi-Shāriʻ Khayrat wa-min Maktabat Amīn Hindīyah bi-al-Mūskī bi-al-Qāhirah wa-min al-makātib al-shahīrah" -- Page 159.	"تطلب هذه الكتب من مكتبة الهلال بالفجالة ومن المكتبة الحديثة بشارع خيرت ومن مكتبة أمين هندية بالموسكي بالقاهرة ومن المكاتب الشهيرة" -- Page 159.	good
a	0	500	0	loc	loc-2011	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"al-Mustaqbal laysa hadīyah .. al-mustaqbal injāz".	"المستقبل ليس هدية .. المستقبل إنجاز".	good
a	0	500	0	aco	aco-4003	dev	GENERAL NOTE (R) - General note (NR)	500a	132	Lā yajūz li-aḥad ṭabʻ hādhā al-kitāb muṭlaqan bi-dūni idhn Niẓārat al-Maʻārif wa-man tajārá ʻalá dhalika yujāzá ʻalá ḥasab qānūn al-maṭbūʻāt.	لا يجوز لاحد طبع هذا الكتاب مطلقا بدون اذن نظارة المعارف ومن تجارى على ذلك يجازى على حسب قانون المطبوعات.	good
a	0	500	0	loc	loc-36011	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Islām Ūn līn.nit"--Cover.	‏"إسلام أون لاين.نت".	good
a	0	500	0	aco	aco-3883	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Ṭubiʻ min hadhā al-kitāb alfā niskhah ʻalá ,waraq ʻādī wa-ithntā ʻashrata niskhah ʻalá waraq mumtāz, muraqamah min 1 ilá 12."--Pages facing title page.	"طبع من هذا الكتاب الفا نسخة على ،ورق عادي واثنتا عشرة نسخة على ورق ممتاز، مرقمة من 1 الى 12."Pages facing title page.	good
a	0	500	0	loc	loc-58991	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Thawrat 25 Yanāyir wa-iʻādat bināʼ al-dawlah al-jadīdah" -- Cover.	"ثورة 25 يناير وإعادة بناء الدولة الجديده"  -- Cover.	good
a	0	500	0	aco	aco-4283	dev	GENERAL NOTE (R) - General note (NR)	500a	132	Jamīʻ al-ḥuqūq maḥfūẓah lil-nāshir"--Title page verso.	جميع الحقوق محفوظة للناشر"--Title page verso.	good
a	0	500	0	loc	loc-27851	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Muqārabāt"--Cover.	"مقاربات"--Cover.	good
a	0	500	0	loc	loc-39981	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Jadīd al-ṭabʻah al-thānīyah muqaddimah wa-nuṣūṣ ukhrá."	‏"جديد الطبعة الثانية مقدمة ونصوص اخرى."	good
a	0	500	0	loc	loc-17891	dev	GENERAL NOTE (R) - General note (NR)	500a	132	"Khaḍaʻ lil-taḥkīm al-ʻilmī wa-ḥāz ʻalá jāʼizat Jāmiʻat ʻAdan li-tashjīʻ al-baḥth al-ʻilmī li-ʻām 2004M."	‏"خضع للتحكيم العلمي وحاز على جائزة جامعة عدن لتشجيع البحث العلمي لعام ٢٠٠٤م."	good
a	0	500	0	aco	aco-4183	dev	GENERAL NOTE (R) - General note (NR)	500a	132	Jamīʻ al-ḥuqūq maḥfūẓah lil-muʼallif.	جميع الحقوق محفوظة للمؤلف.	good
												32
x	0	651	5	aco	aco-3023	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Economic conditions	الاحوال الاقتصادية	translation
x	0	651	5	aco	aco-733	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History	تاريخ	translation
x	0	651	5	aco	aco-2183	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History	تاريخ	translation
x	0	651	5	aco	aco-1973	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Economic conditions.	الاحوال الاقتصادية.	translation
x	0	651	5	aco	aco-3183	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History.	تاريخ.	translation
x	0	651	5	aco	aco-713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Politics and government	السياسة والحكومة	translation
x	0	651	5	aco	aco-1563	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations	العلاقات الخارجية	translation
x	0	651	5	aco	aco-1313	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations	العلاقات الخارجية	translation
x	0	651	5	aco	aco-2633	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations.	العلاقات الخارجية.	translation
x	0	651	5	aco	aco-913	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History.	تاريخ.	translation
x	0	651	5	aco	aco-713	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Social conditions	الاحوال الاجتماعية	translation
x	0	651	5	aco	aco-933	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations	العلاقات الخارجية	translation
x	0	651	5	aco	aco-1493	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Politics and government	السياسة والحكومة	translation
x	0	651	5	aco	aco-2623	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History	تاريخ	translation
x	0	651	5	aco	aco-1483	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Causes.	الاسباب.	translation
x	0	651	5	aco	aco-1813	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations	العلاقات الخارجية	translation
x	0	651	5	aco	aco-3023	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History.	تاريخ.	translation
x	0	651	5	aco	aco-763	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	History	تاريخ	translation
x	0	651	5	loc	loc-27881	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Dictionaries and encyclopedias.	‏Dictionaries and encyclopedias.	translation
x	0	651	5	aco	aco-2933	dev	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R) - General subdivision (R)	651x	125	Foreign relations	العلاقات الخارجية‪‪‪‪‪‪‪	translation
												33
v	0	650	5	aco	aco-1923	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Translations into Arabic.	ترجمات الى العربية.	translation
v	0	650	5	aco	aco-493	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-953	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Biography.	تراجم.	translation
v	0	650	5	aco	aco-1953	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Personal narratives.	روايات شخصية.	translation
v	0	650	5	aco	aco-273	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-2513	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-143	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.‪‪‪‪‪‪‪	translation
v	0	650	5	aco	aco-2943	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	أعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-1803	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Biography.	تراجم.	translation
v	0	650	5	aco	aco-1333	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-1143	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Biography.	تراجم.	translation
v	0	650	5	aco	aco-3033	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Handbooks, manuals, etc.	كتب يدوية، إلخ.‪‪‪‪‪‪‪	translation
v	0	650	5	aco	aco-273	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	1	650	5	aco	aco-133	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	['Texts', 'Early works to 1800.']	['اعمال قديمة حتى 1800.\u202a\u202a\u202a\u202a\u202a\u202a\u202a']	link-error
v	0	650	5	aco	aco-293	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	اعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-1143	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Biography.	تراجم.	translation
v	0	650	5	aco	aco-493	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	أعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-313	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	أعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-2813	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Early works to 1800.	أعمال قديمة حتى 1800.	translation
v	0	650	5	aco	aco-693	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Form subdivision (R)	650v	122	Translations into Arabic.	ترجمات الى العربية.	translation
												34
a	0	110	1	umich	umich-3321	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Lajnat al-Difāʾ ʻan al-Qaḍīyah al-Armanīyah.	لجنة الدفاع عن القضية الأرمنية. مؤتمر (2nd :	good
a	0	110	1	aco	aco-1473	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Sudan.	السودان.	translation
a	0	110	1	loc	loc-9931	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Arab League Educational, Cultural, and Scientific Organization.	منظمة العربية للتربية والثقافة والعلوم.	translation
a	0	110	1	aco	aco-393	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Syria.	سوريا.	translation
a	0	110	1	loc	loc-34241	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Egypt.	مصر.	translation
a	0	110	1	aco	aco-2933	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Ḥizb al-Waṭanī (Egypt),	الحزب الوطني (مصر)،‪‪‪‪‪‪‪	mixed
a	0	110	1	aco	aco-2473	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Iraq.	العراق.	translation
a	0	110	1	loc	loc-74961	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Jāmiʻat Qaṭar.	‏جامعة قطر.‏	good
a	0	110	1	loc	loc-87791	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Saudi Arabia.	مملكة العربية السعودية.	translation
a	1	110	1	loc	loc-53651	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	['Egypt.']	['Egypt.']	link-error
a	0	110	1	aco	aco-1873	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Lebanon.	لبنان.	translation
a	0	110	1	loc	loc-32191	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Kuwait.	كويت.	translation
a	0	110	1	aco	aco-633	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Egypt.	مصر.	translation
a	0	110	1	loc	loc-50001	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Jāmiʻat al-Kuwayt.	جامعة الكويت.	good
a	0	110	1	loc	loc-5271	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Dubayy (United Arab Emirates : Emirate).	Dubayy (United Arab Emirates : Emirate).	duplicate
a	0	110	1	aco	aco-1253	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Jamʻiyah al-Waṭanīyah al-Ta’sīsīyah al-Lībīyah,	الجمعية الوطنية التأسيسية الليبية،	good
a	0	110	1	aco	aco-823	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	League of Arab States.	جامعة الدول العربية.	translation
a	0	110	1	aco	aco-1563	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Ḥizb al-Istiqlāl (Morocco),	حزب الاستقلال (مراكش)،	mixed
a	0	110	1	loc	loc-8921	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Jāmiʻat Umm al-Qurá.	جامعة أم القرى.	good
a	0	110	1	aco	aco-413	dev	MAIN ENTRY--CORPORATE NAME (NR) - Corporate name or jurisdiction name as entry element (NR)	110a	111	Syria,	سوريا،	translation
												35
a	0	740	4	aco	aco-7703	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Nayl al-ibtihāj bi- taṭrīz al-Dibāj.	نيل الابتهاج بتطريز الديباج.	good
a	0	740	4	loc	loc-83521	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Furūq.	فروق.	good
a	0	740	4	aco	aco-10523	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Kāfiyah fī al-naḥw.	كافية في النحو.	good
a	0	740	4	loc	loc-32721	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Muʼassasāt al-ʻilm wa-al-ʻamal.	مؤسسات العلم والعمل.	good
a	0	740	4	aco	aco-11313	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Mulḥaq taqwīm al-Nīl.	ملحق تقويم النيل.	good
a	0	740	4	loc	loc-14591	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Madrasah al-Miṣrīyah fī al-fann wa-al-ḥayāh.	مدرسة المصرية في الفن والحياة.	good
a	0	740	4	loc	loc-31161	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Jubrān fī ḍawʼ al-muʼaththirāt al-Hindīyah wa-al-Tiyūzūfīyah.	جبران في ضوع المؤثرات الهندية والتيوزوفية.	good
a	0	740	4	loc	loc-35541	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	ʻĀm al-marʼah al-ʻālamī, ʻām 1975.	عام المرأة العالمي، عام ٥٧٩١.	good
a	0	740	4	loc	loc-86891	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Miʻyār al-nuẓẓār fī ʻulūm al-ashʻār.	معيار النظار في علوم الأشعار.	good
a	0	740	4	loc	loc-20211	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Tuḥfat al-nāẓirīn fī-man waliya Miṣr min al-wulāh wa-al-salāṭīn.	‏تحفة الناظرين فيما ولي مصر من الولاه والسلاطين.	good
a	0	740	4	aco	aco-10513	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Sharḥ Maṭāliʻ al-anwār.	شرح مطالع الانوار.	good
a	0	740	4	loc	loc-15061	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Wahaj al-fajr.	وهج الفجر.	good
a	0	740	4	aco	aco-10513	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Maṭāliʻ al-anwār.	مطالع الانوار.	good
a	0	740	4	loc	loc-52121	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Qiṣṣat Islām al-Samawʼal wa-ruʼyāh al-Nabī.	قصة إسلام السموأل ورؤياه النبي.	good
a	0	740	4	aco	aco-6633	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Tuḥfat al-umarā ̓fī tārīkh al-wuzarā.̓	تحفة الأمراء في تاريخ الوزراء.	good
a	0	740	4	loc	loc-89571	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Taṣḥīḥāt al-mālīyah li-ʻUmar ibn ʻAbd al-ʻAzīz wa-atharuhā fī bayt al-māl wa-fī al-ummah min 99 ilá 101 H.	تصحيحات المالية لعمر بن عبد العزيز وأثرها في بيت المال وفي الأمة من ٩٩ الى ١٠١ ه.	good
a	0	740	4	aco	aco-7513	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Raḥmat al-ummah fī ikhtilāf al-aʼimmah.	رحمة الأمة في اختلاف الائمة.	good
a	0	740	4	aco	aco-4943	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Kitāb al-baḥr al-zakhār.	كتاب البحر الزخار.	good
a	0	740	4	aco	aco-5283	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Farhah al-Ghari.	فرهة الغر.	good
a	0	740	4	aco	aco-5923	dev	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R) - Uncontrolled related/analytical title (NR)	740a	100	Shāʻir al-khālid Aḥmad Shawqī.	شاعر الخالد احمد شوقي.	good
												36
b	0	300	0	aco	aco-2793	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portraits	مصورات، صور شخصانية ؛	translation
b	0	300	0	aco	aco-2823	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	genealogical tables	أشجار أنساب ؛	translation
b	0	300	0	aco	aco-933	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portraits	مصورات، صور شخصانية ؛	translation
b	0	300	0	aco	aco-1863	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations (some folded), folded map, portraits	مصورات (بعضها مطوي)، خريطة مطوية، صور شخصانية ؛	translation
b	0	300	0	aco	aco-1993	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations	مصورات ؛	translation
b	0	300	0	aco	aco-2233	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, facsimiles	مصورات، صور طبق الأصل ؛	translation
b	0	300	0	aco	aco-673	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portraits	مصورات، صور شخصانية ؛	translation
b	0	300	0	aco	aco-843	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, maps (chiefly folded and color), charts, portraits, folded plans	مصورات، خرائط (معظمها مطوي وملون)، رسوم بيانية، صورة شخصانية، مخططات هندسية مطوية ؛	translation
b	0	300	0	aco	aco-1823	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations (some folded), facsimiles, music	مصورات (بعضها مطوي)، صور طبق الاصل، موسيقى ؛	translation
b	0	300	0	aco	aco-2743	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations	مصورات ؛	translation
b	0	300	0	aco	aco-3033	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations (some folded)	مصورات (بعضها مطوي) ؛‪‪‪‪‪‪‪	translation
b	0	300	0	aco	aco-1793	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, map	مصورات، خريطة ؛	translation
b	0	300	0	aco	aco-353	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	folded illustrations, folded plan	مصورات مطوية، مخطط هندسي مطوي ؛	translation
b	0	300	0	aco	aco-3063	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portrait	مصورات، صورة شخصانية ؛‪‪‪‪‪‪‪	translation
b	0	300	0	aco	aco-913	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portrait	مصورات، صورة شخصانية ؛	translation
b	0	300	0	aco	aco-973	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portrait	مصورات، صورة شخصانبة ؛	translation
b	0	300	0	aco	aco-1613	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations	مصورات ؛	translation
b	0	300	0	aco	aco-163	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations, portraits	مصورات، صور شخصانية ؛	translation
b	0	300	0	aco	aco-1213	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations	مصورات ؛	translation
b	0	300	0	aco	aco-863	dev	PHYSICAL DESCRIPTION (R) - Other physical details (NR)	300b	92	illustrations	مصورات ؛	translation
												37
z	0	650	5	aco	aco-503	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
z	0	650	5	aco	aco-3113	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Turkey	تركيا‪‪‪‪‪‪‪	translation
z	0	650	5	aco	aco-2253	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Morocco.	المغرب.	translation
z	0	650	5	aco	aco-403	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
z	0	650	5	aco	aco-703	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
z	0	650	5	aco	aco-1533	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Turkey.	تركيا.	translation
z	0	650	5	aco	aco-553	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
z	0	650	5	aco	aco-2933	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.‪‪‪‪‪‪‪	translation
z	0	650	5	aco	aco-883	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Arab countries.	البلدان العربية.	translation
z	0	650	5	aco	aco-2093	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Morocco	المغرب.	translation
z	0	650	5	aco	aco-1933	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Lebanon.	لبنان.	translation
z	0	650	5	aco	aco-843	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Iraq.	العراق.	translation
z	0	650	5	aco	aco-2083	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Lebanon.	لبنان.	translation
z	0	650	5	aco	aco-403	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
z	0	650	5	aco	aco-653	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Spain	اسبانيا	translation
z	1	650	5	aco	aco-1613	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	['Algeria']	['الجزائر']	link error
z	0	650	5	aco	aco-2133	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Cairo.	القاهرة.	translation
z	0	650	5	aco	aco-1153	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Spain	اسبانيا	translation
z	0	650	5	aco	aco-1973	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Geographic subdivision (R)	650z	87	Egypt.	مصر.	translation
